Captura,Web,Evento,Titulo,Categoria,Novedad,Ubicación,Localidad,Precio,Descuento,Fechas,Fecha_inicio,Fecha_fin,Duracion,Idioma,Publico,Puntuación,Valoración,Opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,"Tres Sombreros De Copa, de Miguel Mihura",Teatro,,Karpas Teatro,Madrid,13,3,07 abr al 28 abr,2019/04/07,2019/04/28,NA,,Adultos,8.7,Excelente,18 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Grada Mágica - Magia muy de cerca,Magia,,Grada Mágica,Madrid,10,20,10 abr al 01 jun,2019/04/10,2019/06/01,75 minutos,Español,Adultos,9.1,Extraordinario,248 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,El pecado de Eva,Monólogos,,Cine Palacio de la Prensa - Sala 2,Madrid,12,,27 abr al 25 may,2019/04/27,2019/05/25,75 minutos,Castellano,Adultos,9.1,Extraordinario,70 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,"No soy borde, es que tu eres gilipollas, con Diego Arjona y Chivi",Monólogos,,Beer Station,Madrid,10,4,08 abr al 29 abr,2019/04/08,2019/04/29,NA,,Adultos,9.3,Extraordinario,178 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,No te metas en política: Tour,Comedia,,BARTS,Barcelona,16,,28 jun al 30 jun,2019/06/28,2019/06/30,60 minutos,Español,Adultos,9.2,Extraordinario,2 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,¿Cómo te lo cuento?,Teatro,,Teatros Luchana,Madrid,8,5,13 abr al 28 abr,2019/04/13,2019/04/28,60 minutos aprox.,Español,Infantil,9.4,Extraordinario,989 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,"Clandestino, adult Cabaret",Cabaret,,Gran Teatro Bankia Príncipe Pío,Madrid,"23,40","15,60",13 abr al 25 may,2019/04/13,2019/05/25,90 minutos,Castellano,Adultos,8.1,Muy bueno,187 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,"Cluedo, el juego de la sospecha",Teatro,,Centro Cultural Mariano Muñoz,Madrid,10,5,12 abr al 13 abr,2019/04/12,2019/04/13,1 hora y 30 minutos,Español,Para todas las edades,8.8,Excelente,486 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,"Pel Davant i Pel Darrera, en Barcelona",Comedia,,Teatro Borrás,Barcelona,15,14,13 nov al 15 dic,2019/11/13,2019/12/15,120 minutos (con descanso incluido),Catalán y castellano,Adultos,8.6,Excelente,625 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,La magia está en ti,Magia,,Teatros Luchana,Madrid,8,6,07 abr al 28 abr,2019/04/07,2019/04/28,60 min,Español,Familiar,9.4,Extraordinario,738 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Microescape kids: ¡escuela de magia!,Teatro,,Almería Teatre,Barcelona,6,1,14 abr al 28 abr,2019/04/14,2019/04/28,70 minutos,Español,Infantil,8.5,Excelente,126 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Mentalismo Reservado - Tony Montana,Mentalismo,,Hotel Petit Palace Embassy,Madrid,14,21,13 abr al 25 may,2019/04/13,2019/05/25,1 hora y 15 minutos,Español,Adultos,9.5,Extraordinario,586 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Antología de Carmen Mota,Danza,,Piramide de Arona,Arona,49,,09 abr al 30 may,2019/04/09,2019/05/30,NA,,Para todas las edades,8.8,Excelente,2 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Separacions,Comedia,,Sala Versus Glòries,Barcelona,12,8,07 abr al 28 abr,2019/04/07,2019/04/28,90 minutos,Catalán,Adultos,9.3,Extraordinario,6 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Cupido Perdón,Monólogos,,Sala Ars Teatre,Barcelona,"12,50","7,50",13 abr al 26 may,2019/04/13,2019/05/26,75 minutos,Español,Adultos,9.3,Extraordinario,572 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Amores idiotas,Teatro,,OFF de La Latina,Madrid,10,4,13 abr al 27 abr,2019/04/13,2019/04/27,75 minutos,Español,Adultos,9.1,Extraordinario,291 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,"Disney on Ice, 100 años de magia",Teatro,,WiZInk Center,Madrid,15,19,27 feb al 01 mar,2020/02/27,2020/03/01,90 minutos,Español,Familiar,,,
07/04/2019 17:00,Atrapalo,teatro-danza,Diario de un cuarentón,Monólogos,,Sala Ars Teatre,Barcelona,"14,50","5,50",13 abr al 25 may,2019/04/13,2019/05/25,75 minutos,Español,Adultos,8.5,Excelente,588 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,"Disney on Ice, 100 años de magia",Teatro,,Palau Sant Jordi,Barcelona,15,17,05 mar al 08 mar,2020/03/05,2020/03/08,90 minutos,Español,Familiar,,,
07/04/2019 17:00,Atrapalo,teatro-danza,Madrid Comedy Club Late Nite,Monólogos,,Agrado Cabaret,Madrid,7,5,12 abr al 27 abr,2019/04/12,2019/04/27,60-90 minutos,Español,Adultos,8.0,Muy bueno,600 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,IMAGICnation,Magia,,OFF de La Latina,Madrid,6,5,07 abr al 28 abr,2019/04/07,2019/04/28,1 hora,Español,Familiar,9.8,Extraordinario,7 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Bona Gent - Quim Masferrer,Teatro,,Teatre La Passió d'Esparreguera,Esparreguera,16,2,,2019/05/04,2019/05/04,NA,,Adultos,,,
07/04/2019 17:00,Atrapalo,teatro-danza,El zoo de cristal,Teatro,,Estudio2 Manuel Galiana,Madrid,9,3,14 abr al 03 may,2019/04/14,2019/05/03,95 minutos,,Adultos,9.3,Extraordinario,73 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,El casting para mayores de 18 años,Teatro,,El Burdel a escena,Madrid,17,4,13 abr al 25 may,2019/04/13,2019/05/25,NA,,Adultos,9.1,Extraordinario,937 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,DisneLocos - La nueva aventura de Los Cuentilocos,Teatro,,Teatro Victoria Madrid,Madrid,9,2,13 abr al 28 abr,2019/04/13,2019/04/28,60 minutos,Español,Infantil,8.9,Excelente,218 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Calladitas estáis más guapas - Fest de comedia femenina y feminista,Comedia,,El Molino,Barcelona,12,3,13 abr al 27 abr,2019/04/13,2019/04/27,90 minutos,Español,Adultos,9.7,Extraordinario,20 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Barriendo-re-mi-fa-sol,Teatro,,Teatros Luchana,Madrid,8,5,13 abr al 28 abr,2019/04/13,2019/04/28,60 min,Español,Infantil,9.3,Extraordinario,79 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Terapia,Teatro,,OFF de La Latina,Madrid,6,10,13 abr al 27 abr,2019/04/13,2019/04/27,70 minutos,Español,Adultos,8.5,Excelente,781 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,La Bella durmiente,Danza,,Teatre Victòria (Barcelona),Barcelona,20,,15 may al 19 may,2019/05/15,2019/05/19,120 minutos con entreacto de 20 minutos,,Para todas las edades,,,
07/04/2019 17:00,Atrapalo,teatro-danza,Supermagia,Magia,,La Escalera de Jacob,Madrid,6,4,07 abr al 28 abr,2019/04/07,2019/04/28,60 minutos,Español,Infantil,9.4,Extraordinario,845 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Mauthausen. La voz de mi abuelo,Teatro,,Nave 73,Madrid,12,2,13 abr al 27 abr,2019/04/13,2019/04/27,NA,,Adultos,9.6,Extraordinario,80 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Els Tres Porquets,Teatro,,Sala Ars Teatre,Barcelona,12,,13 abr al 28 abr,2019/04/13,2019/04/28,NA,,Infantil,8.7,Excelente,22 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,"Faemino y Cansado - ¡Quien tuvo retuvo!, Barcelona",Comedia,,Teatro Borrás,Barcelona,25,,27 jun al 30 jun,2019/06/27,2019/06/30,90 minutos,Español,Adultos,8.3,Muy bueno,630 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Noche de juegos,Teatro,,Sala Nueve Norte ,Madrid,12,6,12 abr al 26 abr,2019/04/12,2019/04/26,75 minutos,,Adultos,9.4,Extraordinario,70 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza, Rober Bodegas - El umbral de la estupidez,Monólogos,,Teatro Chocita del Loro - Senator,Madrid,12,6,07 abr al 28 abr,2019/04/07,2019/04/28,1 hora y 30 minutos,Castellano,Adultos,8.2,Muy bueno,395 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Coria Castillo con Nací princesa porque zorras sobraban,Monólogos,,Beer Station,Madrid,8,4,07 abr al 28 abr,2019/04/07,2019/04/28,1 hora y 15 minutos,Castellano,Adultos,9.4,Extraordinario,170 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Cenas y carcajadas,Espectáculo,,Agrado Cabaret,Madrid,35,10,12 abr al 27 abr,2019/04/12,2019/04/27,180 minutos,,Adultos,7.4,Bueno,134 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Luismi - Colocado cabe 3.0,Monólogos,,Teatro Chocita del Loro - Senator,Madrid,12,6,12 abr al 26 abr,2019/04/12,2019/04/26,90 minutos,Castellano,Adultos,9.0,Extraordinario,207 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,El dilema de las bananas,Teatro,,"E.C.A. Espai de Creació Artística, Comediarte",Barcelona,10,10,12 abr al 13 abr,2019/04/12,2019/04/13,70 minutos,Español,Adultos,10,Extraordinario,4 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Juan Amodeo - La maquina del tiempo,Monólogos,,Teatro Borrás,Barcelona,16,,05 jul al 06 jul,2019/07/05,2019/07/06,90 minutos,Español,Adultos,9.2,Extraordinario,6 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,La habitación,Teatro,,La Usina,Madrid,10,3,13 abr al 27 abr,2019/04/13,2019/04/27,NA,,Adultos,8.4,Muy bueno,120 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Baile flamenco desde el alma - Cena + Espectáculo,Espectáculo,,Cafetín La Quimera,Madrid,37,33,07 abr al 01 jul,2019/04/07,2019/07/01,2 horas aproximadamente,Castellano,Adultos,8.8,Excelente,788 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Blancanieves y el espejo mágico,Teatro,,Associació Cultural Comediarte,Barcelona,8,8,14 abr al 21 abr,2019/04/14,2019/04/21,60 minutos,Español,Infantil,9.2,Extraordinario,150 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Cena con magia de cerca,Espectáculo,,Green House Restaurante,Madrid,19,21,12 abr al 29 jun,2019/04/12,2019/06/29,90 minutos,Español,Adultos,8.3,Muy bueno,453 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,El sótano del psiquiátrico ,Teatro,,La Caja Lista,Madrid,17,1,07 abr al 28 abr,2019/04/07,2019/04/28,NA,,Adultos,9.1,Extraordinario,94 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,"Lavar, Marcar y Enterrar",Comedia,,Teatro Lara - Sala Lola Membrives,Madrid,10,8,07 abr al 31 ago,2019/04/07,2019/08/31,75 minutos,Español,Adultos,8.3,Muy bueno,530 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,El último barcelonés,Monólogos,,Sala Ars Teatre,Barcelona,"10,50","1,50",13 abr al 25 may,2019/04/13,2019/05/25,NA,,Adultos,9.5,Extraordinario,65 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Hipólito - Mérida en Madrid,Teatro,,Teatro Bellas Artes,Madrid,"12,80","3,20",10 abr al 14 abr,2019/04/10,2019/04/14,80 minutos,Castellano,Adultos,,,
07/04/2019 17:00,Atrapalo,teatro-danza,The Magic Showman - Mag Marín,Magia,,Sala Ars Teatre,Barcelona,"12,50","3,50",13 abr al 20 abr,2019/04/13,2019/04/20,NA,,Para todas las edades,8.9,Excelente,216 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Jazz Sessions Hotel Casa Fuster - Tapas,Espectáculo,,Café Vienés,Barcelona,55,10,11 abr al 19 dic,2019/04/11,2019/12/19,120 minutos,,Adultos,8.6,Excelente,321 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Pillados,Teatro,,Sala Nueve Norte ,Madrid,12,6,12 abr al 26 abr,2019/04/12,2019/04/26,70 minutos,,Adultos,9.8,Extraordinario,27 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Jazz Sessions Hotel Casa Fuster - Tapas,Espectáculo,,Café Vienés,Barcelona,55,10,11 abr al 19 dic,2019/04/11,2019/12/19,120 minutos,,Adultos,8.6,Excelente,321 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Pillados,Teatro,,Sala Nueve Norte ,Madrid,12,6,12 abr al 26 abr,2019/04/12,2019/04/26,70 minutos,,Adultos,9.8,Extraordinario,27 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Fobiamor,Comedia,,La Escalera de Jacob,Madrid,10,2,14 abr al 28 abr,2019/04/14,2019/04/28,65 minutos aprox,,Adultos,9.6,Extraordinario,42 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,En ocasiones veo idiotas - Jorge Santini,Monólogos,,Sala Ars Teatre,Barcelona,"10,50","1,50",13 abr al 26 may,2019/04/13,2019/05/26,60 minutos,Español,Adultos,9.8,Extraordinario,22 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,La casa de Bernarda Alba - Teatro y Flamenco,Teatro,,Teatro Reina Victoria,Madrid,9,9,09 abr al 16 abr,2019/04/09,2019/04/16,90 minutos,Castellano,Adultos,9.3,Extraordinario,111 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Miguel Miguel - Vivo acojonado,Monólogos,,Teatro Chocita del Loro - Senator,Madrid,12,6,11 abr al 25 abr,2019/04/11,2019/04/25,1 hora y media,Español,Adultos,9.0,Extraordinario,1052 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Dani Alés - El mejor monólogo de la historia,Monólogos,,Teatro Chocita del Loro - Senator,Madrid,12,6,07 abr al 27 abr,2019/04/07,2019/04/27,1 hora y 30 minutos aprox.,Español,Adultos,8.4,Muy bueno,283 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Tararí y Tantán ,Teatro,,Teatros Luchana,Madrid,8,5,12 abr al 28 abr,2019/04/12,2019/04/28,60 min,Español,Infantil,8.8,Excelente,172 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,"No eres gorda, eres ancha de caderas",Teatro,,Teatreneu,Barcelona,"12,50","7,50",13 abr al 25 may,2019/04/13,2019/05/25,70 minutos,castellano,Adultos,8.4,Muy bueno,857 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Estoy madurando - Guillem Estadella,Monólogos,,Café Teatro Llantiol,Barcelona,10,2,09 abr al 23 abr,2019/04/09,2019/04/23,NA,,Adultos,9.5,Extraordinario,39 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,"Irish Celtic - Spirit of Ireland, en Barcelona",Danza,,Teatre Coliseum,Barcelona,"16,80","4,20",26 jun al 07 jul,2019/06/26,2019/07/07,NA,,Para todas las edades,,,
07/04/2019 17:00,Atrapalo,teatro-danza,Dani Martínez - Ya lo digo yo,Monólogos,,BARTS,Barcelona,18,,,2019/05/11,2019/05/11,90/100 minutos sin descanso,Español,Adultos,,,
07/04/2019 17:00,Atrapalo,teatro-danza,"Sex Escape, en Madrid",Comedia,,Nuevo Teatro Alcalá - Sala 2,Madrid,12,,12 abr al 27 abr,2019/04/12,2019/04/27,69 minutos,Castellano,Adultos,7.8,Bueno,439 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,El crimen de los Luchana,Comedia,,Teatros Luchana,Madrid,12,6,12 abr al 26 abr,2019/04/12,2019/04/26,NA,,Adultos,9.5,Extraordinario,10 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Terapia,Comedia,,Associació Cultural Comediarte,Barcelona,10,10,,2019/04/13,2019/04/13,50 minutos,Español,Adultos,9.0,Extraordinario,60 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,"Mi padre, Sabina y yo",Teatro,,Artespacio Plot Point,Madrid,14,8,10 abr al 25 may,2019/04/10,2019/05/25,90 minutos,Castellano,Adultos,8.7,Excelente,1498 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,"El Preu, en Cornellà de Llobregat",Teatro,,Auditori de Cornellà,Cornellà de Llobregat,16,,,2019/04/07,2019/04/07,105 minutos,Catalán,Adultos,,,
07/04/2019 17:00,Atrapalo,teatro-danza,"Mi madre, Serrat y yo, en Madrid",Teatro,,Artespacio Plot Point,Madrid,12,10,12 abr al 31 may,2019/04/12,2019/05/31,1 hora y 20 minutos,Castellano,Adultos,9.0,Extraordinario,1806 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Nosotras,Teatro,,OFF de La Latina,Madrid,6,10,13 abr al 27 abr,2019/04/13,2019/04/27,75 minutos,Español,Adultos,9.3,Extraordinario,298 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Políticamente correcto,Teatro,,Teatros Luchana,Madrid,20,2,07 abr al 05 may,2019/04/07,2019/05/05,NA,,Para todas las edades,,,
07/04/2019 17:00,Atrapalo,teatro-danza,Brújulo y Raymon - Espectáculo infantil,Magia,,La Cripta Mágica,Madrid,9,"2,50",13 abr al 28 abr,2019/04/13,2019/04/28,NA,,Infantil,8.8,Excelente,69 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,"Sí, quiero",Comedia,,Teatros Luchana,Madrid,10,6,07 abr al 28 abr,2019/04/07,2019/04/28,NA,,Adultos,9.9,Extraordinario,42 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Súbit!,Teatro,,Sala Carolina,Valencia,10,6,,2019/04/07,2019/04/07,1 hora y media,Español,Adultos,9.2,Extraordinario,516 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,"¡Mira mamá, soy Cabaretera! de Sil de Castro",Monólogos,,El Molino,Barcelona,15,3,12 abr al 26 abr,2019/04/12,2019/04/26,NA,,Adultos,9.7,Extraordinario,181 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,El grito de la tortuga,Teatro,,Teatro Lara - Sala Lola Membrives,Madrid,12,4,11 abr al 16 may,2019/04/11,2019/05/16,75 min,Español,Adultos,10,Extraordinario,6 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,El librotorio  ,Teatro,,"E.C.A. Espai de Creació Artística, Comediarte",Barcelona,8,8,07 abr al 28 abr,2019/04/07,2019/04/28,50 minutos,Español,Infantil,8.9,Excelente,75 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Sidra en vena,Comedia,,Teatro Lara - Sala Lola Membrives,Madrid,14,4,12 abr al 30 ago,2019/04/12,2019/08/30,NA,,Adultos,8.7,Excelente,56 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,¡Imposible! - Javier Luxor,Mentalismo,,OFF de La Latina,Madrid,10,5,13 abr al 27 abr,2019/04/13,2019/04/27,NA,,Para todas las edades,9.2,Extraordinario,785 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,El Ballet de Moscú - El Lago de los Cisnes,Danza,,Teatre Tívoli,Barcelona,26,,22 may al 02 jun,2019/05/22,2019/06/02,NA,,Para todas las edades,8.3,Muy bueno,205 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Goyo Jiménez: Aiguantulivinamerica 2,Monólogos,,Cine Callao - Sala 1,Madrid,17,2,30 nov al 28 dic,2019/11/30,2019/12/28,90 minutos,,Adultos,9.5,Extraordinario,442 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Barcelona Comedy - Martita de Graná,Monólogos,,Casino Barcelona Comedy,Barcelona,12,,,2019/04/25,2019/04/25,NA,,Adultos,,,
07/04/2019 17:00,Atrapalo,teatro-danza,"Las criadas, de Jean Genet",Teatro,,El Corral de Lope,Madrid,10,5,13 abr al 27 abr,2019/04/13,2019/04/27,90 minutos,Español,Adultos,9.3,Extraordinario,30 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Nada es lo que parece,Magia,,La Escalera de Jacob,Madrid,6,6,07 abr al 28 abr,2019/04/07,2019/04/28,60 minutos,Español,Adultos,9.5,Extraordinario,426 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Cena con monólogo en Urban Café,Monólogos,,Urban Cafe,Valencia,12,,12 abr al 27 abr,2019/04/12,2019/04/27,90 minutos,Español,Adultos,7.6,Bueno,38 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Cosas que dijimos hoy,Teatro,,Teatros Luchana,Madrid,10,8,12 abr al 26 abr,2019/04/12,2019/04/26,90 minutos,Español,Adultos,8.9,Excelente,56 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,La Cueva de Lola - Cena + espectáculo,Espectáculo,,La Cueva de Lola,Madrid,22,7,07 abr al 29 dic,2019/04/07,2019/12/29,NA,,Adultos,9.2,Extraordinario,24 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Los 7 cabritillos y el lobo,Teatro,,Teatros Luchana,Madrid,8,5,13 abr al 28 abr,2019/04/13,2019/04/28,50 min,Español,Infantil,8.8,Excelente,110 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,"Tanta tolerancia me está ofendiendo, en Madrid",Monólogos,,Cine Palacio de la Prensa - Sala 2,Madrid,10,,18 may al 15 jun,2019/05/18,2019/06/15,70 minutos,Castellano,Adultos,8.8,Excelente,44 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Treintañero Terminal - Miguel Iribar,Monólogos,,Teatro Chocita del Loro - Senator,Madrid,12,6,08 abr al 20 abr,2019/04/08,2019/04/20,90 minutos,,Adultos,8.4,Muy bueno,347 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Un somni pirata,Teatro,,Cincómonos,Barcelona,10,4,13 abr al 27 abr,2019/04/13,2019/04/27,NA,,Infantil,8.8,Excelente,108 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Impro Horror Show,Impro,,Teatreneu,Barcelona,"13,50","8,50",13 abr al 27 abr,2019/04/13,2019/04/27,1 hora y 15 minutos,Castellano y Català,Adultos,8.5,Excelente,2509 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Jorge Blass,Magia,,Teatre Joventut de l´Hospitalet,Hospitalet de Llobregat,"13,50","4,50",,2019/04/27,2019/04/27,90 minutos,,Para todas las edades,,,
07/04/2019 17:00,Atrapalo,teatro-danza,Visita nocturna en La Pedrera con cena incluida ,Espectáculo,,La Pedrera,Barcelona,59,,10 abr al 03 nov,2019/04/10,2019/11/03,NA,,Para todas las edades,,,
07/04/2019 17:00,Atrapalo,teatro-danza,Mujeres de paciencia salvaje,Teatro,,Teatro de las Culturas,Madrid,14,,,2019/04/07,2019/04/07,NA,,Adultos,9.3,Extraordinario,182 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Hai La pescadora de sueños,Teatro,,Teatreneu,Barcelona,10,5,14 abr al 12 may,2019/04/14,2019/05/12,50 minutos,,Para todas las edades,9.7,Extraordinario,99 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,El tarrito de arroz amarillo,Teatro,,Teatro de las Aguas,Madrid,12,2,12 abr al 26 abr,2019/04/12,2019/04/26,70 minutos,Español,Adultos,9.7,Extraordinario,9 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Detalls (Magia d'Aprop) ,Magia,,Teatreneu,Barcelona,12,8,11 abr al 30 may,2019/04/11,2019/05/30,70 minutos,Catalán,Para todas las edades,9.6,Extraordinario,48 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Educador social en Alaska,Teatro,,Almazen,Barcelona,11,1,,2019/05/03,2019/05/03,60 minutos,castellano,Adultos,9.0,Extraordinario,142 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,El Flautista de Hamelín,Teatro,,La Caja Lista,Madrid,15,2,13 abr al 28 abr,2019/04/13,2019/04/28,1 hora,,Infantil,10,Extraordinario,11 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,"El Lobo de Gran Vía - Rubén García, en Madrid",Monólogos,,Teatro Chocita del Loro - Senator,Madrid,12,6,13 abr al 30 abr,2019/04/13,2019/04/30,90 minutos,Español,Adultos,9.0,Extraordinario,318 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,"Muerte en el Nilo, en Valencia",Teatro,,Teatro Olympia,Valencia,12,3,16 may al 26 may,2019/05/16,2019/05/26,90 minutos,Castellano,Para todas las edades,,,
07/04/2019 17:00,Atrapalo,teatro-danza,El Buen Dictador - Manu Sánchez,Monólogos,,Teatre Apolo,Barcelona,20,,26 abr al 27 abr,2019/04/26,2019/04/27,110 minutos (Sin entreacto),Español,Adultos,,,
07/04/2019 17:00,Atrapalo,teatro-danza,In-creí-ble,Magia,,Sala Houdini,Madrid,14,6,12 abr al 03 may,2019/04/12,2019/05/03,70 minutos,Español,Para todas las edades,9.7,Extraordinario,169 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,La princesa tiene cáncer,Teatro,,Sala Nueve Norte ,Madrid,12,6,13 abr al 27 abr,2019/04/13,2019/04/27,70 minutos,Español,Adultos,9.8,Extraordinario,35 opiniones
07/04/2019 17:00,Atrapalo,teatro-danza,Las chicas del zapping,Comedia,,Gran Teatro Bankia Príncipe Pío,Madrid,12,3,07 abr al 03 may,2019/04/07,2019/05/03,75 minutos,Español,Adultos,,,
